"age_clean","gender_clean","country_of_birth_clean","fluent_languages_clean","readable_languages_clean","target_grade","assignment_preference","trimester_or_semester_clean","university_year","enrolled_unit","weekly_study_hours","assignments_on_time","used_r_before","wam_clean","team_role_type","pay_rent_clean","living_arrangements","work_status","weekly_paid_work_hours","weekly_exercise_hours","diet_style_clean","average_daily_sleep_clean","sleep_schedule","weekly_food_spend","weekly_alcohol_clean","daily_anxiety_frequency","social_media_clean","relationship_status_clean","drivers_license_clean","sibling_count_clean","allergy_count_clean","steak_preference_clean","dominant_hand","computer_os_clean","believe_in_aliens","random_number","favourite_number","favourite_letter_clean","urinal_choice","stall_choice","weetbix_count"
19,"Female","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",6,"Always","Yes",NA,7,"Yes","Alone","I don't currently work",0,2,"omnivorous",9,7,500,"5-10",2,"Tiktok","No","Yes",0,4,"medium-well done","Right","MacOS","Yes",2,2,"d","C: Furthest from the entrance","B: Middle",1
21,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",30,"Usually","Yes",70,7,"Yes","Share house","I don't currently work",NA,5,"omnivorous",8,8,150,"<5",6,"Twitter","Yes","Yes",0,1,"medium-well done","Right","MacOS","Yes",7,7,"j","C: Furthest from the entrance","C: Furthest from the entrance",0
18,NA,"India",4,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",20,"Always","No",79,8,"Yes","College or student accomodation","Casual",19,2,"omnivorous",8,4,70,"0",9,"Instagram","Yes","No",1,0,NA,"Right","MacOS","Yes",2,2,"p","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Usually","Yes",70,6,"No","College or student accomodation","I don't currently work",0,7,"omnivorous",7,5,10,"<5",5,"Wechat","No","No",1,2,"medium-well done","Right","Windows","Yes",5,4,"t","C: Furthest from the entrance","C: Furthest from the entrance",1
20,"Female","China",2,3,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",5,"Always","Yes",66,7,"Yes","With partner","Casual",11,10,"omnivorous",10,9,200,"<5",3,"Instagram","Yes","Yes",1,0,"medium-well done","Right","Windows","Yes",7,7,"c","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","China",2,2,"High Distinction","cram at the last second","Semester","Second year","DATA2002",15,"Usually","Yes",66,8,"Yes","Share house","I don't currently work",0,8,"omnivorous",9,3,50,"0",6,"Instagram","No","No",0,NA,"medium","Right","MacOS","Yes",2,2,"k","C: Furthest from the entrance","B: Middle",0
19,"Male","China",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",45,"Always","No",90,4,"Yes","Alone","Full time",0,1,"pescatarian",9,7,150,"0",7,"Other","No","Yes",4,1,"medium","Right","MacOS","Yes",7,7,NA,"C: Furthest from the entrance","B: Middle",0
19,"Female","China",2,2,"High Distinction","cram at the last second","Semester","First year","DATA2002",45,"Always","Yes",84,2,"Yes","College or student accomodation","I don't currently work",0,2,"omnivorous",8.5,3,210,"0",4,"Wechat","No","Yes",3,0,"medium-well done","Right","MacOS","Yes",8,9,"s","B: Middle","B: Middle",2
20,"Male","China",2,2,"Credit","cram at the last second","Trimester","First year","DATA2002",12,"Usually","Yes",75,6,"Yes","Alone","Casual",0,2,"pescatarian",9,5,300,"0",1,"Tiktok","No","No",1,0,"well done","Right","Windows","Yes",7,7,"a","B: Middle","B: Middle",0
21,"Male","China",1,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",50,"Always","Yes",72,5,"Yes","Share house","I don't currently work",0,0,"omnivorous",7.5,10,1000,"0",10,"Wechat","No","Yes",0,0,"medium","Right","Windows, Wsl","Yes",10,10,NA,"C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Female","Malaysia",5,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",24,"Always","Yes",78,10,"Yes","Share house","Casual",22.5,3,"omnivorous",8,10,200,"<5",3,"Instagram","Yes","Yes",2,0,"medium-rare","Right","MacOS","No",6,6,"m","C: Furthest from the entrance","C: Furthest from the entrance",3
20,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Always","Yes",63,7,"Yes","College or student accomodation","I don't currently work",0,4,"omnivorous",8,4,400,"0",8,"Wechat","No",NA,1,2,"medium-well done","Right","Windows","Yes",8,6,"a","C: Furthest from the entrance","C: Furthest from the entrance",1
19,"Female","Tianjin",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",55,"Always","Yes",67,6,"Yes","Alone","I don't currently work",0,30,"vegetarian",8,7,500,"<5",3,"Wechat","No","No",0,2,"rare","Right","MacOS","Yes",6,2,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Female","China",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",45,"Usually","Yes",74,8,"Yes","Alone","I don't currently work",NA,10,"omnivorous",5,2,200,"0",9,"Instagram","No","No",0,0,"medium-well done","Right","Windows","Yes",7,3,"d",NA,"B: Middle",0
19,"Male","Australia",2,1,"High Distinction","do them immediately","Semester","Second year","DATA2902",20,"Always","Yes",85,9,"No","With parent(s) and/or sibling(s)","Casual",12,6,"omnivorous",8,3,20,"<5",6,"Youtube","Yes","Yes",0,0,"medium-rare","Right","Windows","No",1,7,"c","C: Furthest from the entrance","C: Furthest from the entrance",2
21,"Male","China",1,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",24,"Always","No",75,5,"No","Share house","Full time",0,4,"omnivorous",4,1,250,"<5",3,"Wechat","Yes","Yes",1,0,"medium-well done","Right","MacOS","Yes",8,8,"s","B: Middle","C: Furthest from the entrance",0
21,"Male","China",2,2,"Distinction","do them immediately","Semester","Second year","DATA2002",55,"Usually","Yes",70,8,"Yes","Share house","I don't currently work",0,4,"omnivorous",6,3,250,"0",10,"Other","No","No",2,1,"medium-well done","Right","Windows","Yes",3,7,"z","B: Middle","B: Middle",5
21,"Male","China",1,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",28,"Always","Yes",60,5,"Yes","With partner","Self employed",0,2,"omnivorous",6,10,20,"<5",2,"Tiktok","Yes","Yes",4,0,"medium-well done","Right","Windows","Yes",6,10,"d","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","China",1,2,"Credit","cram at the last second","Semester","Second year","DATA2002",18,"Usually","Yes",60,5,"Yes","Share house","I don't currently work",0,1,"omnivorous",6,6,280,"0",7,"Other","No","Yes",0,0,"medium-well done","Right","Windows","Yes",5,5,"a","C: Furthest from the entrance","C: Furthest from the entrance",1
20,"Female","Australia",1,1,"Distinction","cram at the last second","Semester","Third year","DATA2002",15,"Always","No",77,8,"No","With parent(s) and/or sibling(s)","Casual",12,2,"omnivorous",7,8,100,"<5",5,"Twitter","No","Yes",0,3,"medium-rare","Right","Windows","Yes",9,9,"p","C: Furthest from the entrance","A: Closest to the entrance",2
19,"Male","Australia",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2902",25,"Always","Yes",88,10,"No","With parent(s) and/or sibling(s)","Part time",5,12,"pescatarian",7.5,7,40,"0",4,"Other","No","Yes",1,0,NA,"Right","MacOS","Yes",3,9,"m","C: Furthest from the entrance","C: Furthest from the entrance",3
19,"Female","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","First year","DATA2002",60,"Always","Yes",79,8,"Yes","College or student accomodation","I don't currently work",0,7,"omnivorous",8,5,150,"0",7,"Instagram","Yes","No",0,1,"well done","Right","Windows","Yes",6,9,"e",NA,"C: Furthest from the entrance",0
19,"Male","India",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2902",40,"Always","Yes",70,9,"Yes","College or student accomodation","I don't currently work",0,2,"omnivorous",8,7,100,"5-10",6,"Instagram","Yes","Yes",1,0,NA,"Right","Windows","Yes",5,9,"p","C: Furthest from the entrance","C: Furthest from the entrance",0
23,"Female","Australia",3,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Fourth year","DATA2002",30,"Always","Yes",84,4,"No","With partner","Casual",5,6,"omnivorous",9,4,NA,"<5",8,"Other","Yes","Yes",1,0,"medium-rare","Right","MacOS","No",3,8,"f","C: Furthest from the entrance","B: Middle",3
20,"Female","Myanmar",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Usually","Yes",NA,3,"Yes","Alone","Casual",16,5,"omnivorous",5,4,100,"<5",8,"Other","No","No",1,0,"medium-well done","Right","MacOS","Yes",2,8,"z","C: Furthest from the entrance","C: Furthest from the entrance",2
22,"Male","Australia",1,1,"High Distinction","cram at the last second","Semester","Second year","DATA2002",9,"Usually","No",70,8,"No","With parent(s) and/or sibling(s)","Casual",24,7,"omnivorous",7,6,60,"<5",1,"Instagram","No","Yes",2,1,"medium-rare","Right","MacOS","Yes",4,4,"t","C: Furthest from the entrance","C: Furthest from the entrance",3
21,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",32,"Usually","Yes",73,8,"Yes","With parent(s) and/or sibling(s)","I don't currently work",0,6,"omnivorous",7,4,300,"<5",8,"Instagram","No","No",1,0,"medium","Right","MacOS","Yes",1,7,"a","B: Middle","B: Middle",0
22,"Male","Australia",1,2,"High Distinction","cram at the last second","Semester","Fourth year","DATA2002",20,"Always","Yes",80,10,"No","With parent(s) and/or sibling(s)","Casual",15,5,"omnivorous",8,8,100,"5-10",1,"Instagram","No","Yes",2,0,"rare","Right","Windows","Yes",3,7,"p","C: Furthest from the entrance","C: Furthest from the entrance",6
20,"Female","Australia",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2902",19,"Usually","Yes",84,9,NA,"aunt and uncle and cousins","Casual",7,4,"omnivorous",8,7,20,"<5",NA,"Instagram","Yes","Yes",3,0,"medium-well done","Right","Windows","Yes",8,8,"y","C: Furthest from the entrance","C: Furthest from the entrance",3
22,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",56,"Always","No",69,7,"Yes","With partner","I don't currently work",4,14,"omnivorous",6,3,600,"<5",10,"Twitter","No","No",1,9,"medium","Right","Windows","Yes",8,8,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Indonesia",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",20,"Always","Yes",82,7,"Yes","Share house","I don't currently work",NA,4,"omnivorous",7,8,100,"0",4,"Instagram","Yes","Yes",1,0,"medium","Right","MacOS","No",2,2,"k","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","China",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Trimester","Second year","DATA2002",36,"Always","Yes",12,8,"Yes","With partner","I don't currently work",0,4,"omnivorous",8,5,400,"0",4,"Wechat","Yes","No",1,1,"medium-well done","Right","Windows","Yes",5,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,3,"Distinction","cram at the last second","Semester","Second year","DATA2002",35,"Usually","Yes",75,3,"Yes","College or student accomodation","I don't currently work",0,3.5,"omnivorous",6,3,300,"0",10,"Instagram","No","No",1,1,"medium-well done","Right","MacOS","No",6,6,"e","B: Middle","A: Closest to the entrance",0
20,"Male","Australia",1,1,"High Distinction","cram at the last second","Semester","Second year","DATA2902",40,"Usually","Yes",84,7,"No","College or student accomodation","Casual",10,7,"omnivorous",7,3,150,"10-15",1,"Instagram","Yes","Yes",2,0,"medium-rare","Right","MacOS","Yes",10,4,"o","A: Closest to the entrance","A: Closest to the entrance",3
20,"Female","China",2,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",NA,"Always","Yes",NA,8,"Yes","College or student accomodation","Part time",14.5,5,NA,9,8,100,"0",7,"Twitter","No","No",0,0,"medium-rare","Right","Windows","Yes",6,5,"m",NA,"A: Closest to the entrance",NA
21,"Other","Vietnam",3,3,"Distinction","cram at the last second","Semester","Fourth year","DATA2002",10,"Sometimes","Yes",70,8,"Yes","Share house","Casual",10,5,"omnivorous",8,3,100,"0",7,"Other","Yes","Yes",1,1,"medium-rare","Right","MacOS","No",3,7,"g","C: Furthest from the entrance","B: Middle",4
20,"Female","Malaysia",2,3,"Distinction","cram at the last second","Semester","First year","DATA2002",15,"Always","Yes",67,5,"Yes","Share house","I don't currently work",0,0,"omnivorous",5,7,100,"<5",8,"Tiktok","No","Yes",1,0,NA,"Right","MacOS","Yes",9,9,"x","C: Furthest from the entrance","A: Closest to the entrance",0
20,"Female","China",3,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Always","Yes",52,9,"Yes","With partner","I don't currently work",0,7,"omnivorous",9,8,100,"0",5,"Other","No","Yes",0,2,"well done","Right","MacOS","No",7,7,NA,"C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","Vietnam",3,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",12,"Usually","Yes",70,7,"Yes","Share house","I don't currently work",0,10,NA,6,1,200,"<5",4,"None","Yes","Yes",1,0,"medium-rare","Right","MacOS","No",10,10,"c","C: Furthest from the entrance","C: Furthest from the entrance",0
21,NA,NA,2,NA,NA,NA,"Semester",NA,"DATA2002",NA,NA,"No",NA,10,"Yes",NA,NA,NA,12,NA,6.5,4,NA,NA,NA,"Instagram",NA,NA,NA,NA,"medium-rare","Right","MacOS",NA,NA,NA,"a","C: Furthest from the entrance",NA,NA
18,"Male","India",3,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",9,"Always","Yes",85,10,"Yes","With parent(s) and/or sibling(s)","I don't currently work",NA,4,"omnivorous",7,4,20,"0",2,"Instagram","No","No",0,0,NA,"Right","Windows","Yes",6,7,"t","C: Furthest from the entrance","C: Furthest from the entrance",7
20,"Male","India",3,5,"High Distinction","cram at the last second","Semester","Second year","DATA2002",8,"Never","Yes",69,9,"Yes","Alone","Part time",15,6,"omnivorous",9,7,169,"<5",10,"Instagram","No","No",1,1,"medium-rare","Right","MacOS","Yes",1,3,"s","C: Furthest from the entrance","C: Furthest from the entrance",6
23,"Female","South Korea",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",20,"Usually","Yes",100,7,"Yes","Share house","I don't currently work",0,2,NA,6,1,120,"0",2,"None","No","Yes",2,0,"medium-rare","Right","Windows","No",9,9,"g","C: Furthest from the entrance","B: Middle",4
21,"Female","Vietnam",2,2,"Distinction","cram at the last second","Semester","Third year","DATA2002",20,"Sometimes","Yes",NA,7,"Yes","College or student accomodation","I don't currently work",0,3,"omnivorous",7,4,100,"0",8,"Tiktok","Yes","No",2,0,"medium-rare","Right","MacOS","Yes",6,8,"e",NA,"B: Middle",0
20,"Female","Australia",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Always","Yes",82,8,"No","With parent(s) and/or sibling(s)","Casual",15,4,"omnivorous",7,7,100,"5-10",7,"Instagram","Yes","Yes",1,0,"medium-rare","Right","MacOS","Yes",6,6,"d","C: Furthest from the entrance","C: Furthest from the entrance",2
21,NA,"Australia",1,1,"Credit","draw up a schedule and work through it in planned stages","Semester","Fourth year","DATA2002",20,"Usually","Yes",70,8,"No","With parent(s) and/or sibling(s)","Part time",10,3,"omnivorous",8,9,400,"<5",7,"Other","No","Yes",1,0,"medium-rare","Right","MacOS","No",3,8,"x","C: Furthest from the entrance","A: Closest to the entrance",2
20,"Male","Australia",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",5,"Always","Yes",91,8,"No","With parent(s) and/or sibling(s)","Casual",3,5,"omnivorous",8,7,50,"0",2,"Other","No","Yes",1,1,"medium-well done","Right","Windows","No",7,7,"g","C: Furthest from the entrance","C: Furthest from the entrance",20
19,"Male","France",3,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Sometimes","Yes",78,8,"No","With parent(s) and/or sibling(s)","Casual",10,5,"omnivorous",7,4,90,"<5",6,"Instagram","No","No",2,0,"medium-rare","Right","Windows","Yes",7,9,"t","C: Furthest from the entrance","B: Middle",2
23,"Male","South Korea",3,3,"High Distinction","do them immediately","Semester","Second year",NA,20,"Usually","Yes",70,NA,"Yes","College or student accomodation","Part time",11,10,NA,5,6,80,"<5",1,"Instagram","Yes","Yes",3,0,"medium-rare","Right","MacOS","No",7,10,"j","A: Closest to the entrance","A: Closest to the entrance",0
19,"Female","China",2,2,"High Distinction","cram at the last second","Semester","First year","DATA2002",8,"Always","Yes",72,4,"Yes","Alone","I don't currently work",5,0,"pescatarian",5,1,1000,"0",5,"Tiktok","No","No",0,2,"well done","Right","MacOS","Yes",7,1,"a","A: Closest to the entrance","A: Closest to the entrance",0
22,"Male","China",2,2,"Distinction","do them immediately","Semester","Third year","DATA2002",10,"Usually",NA,NA,6,"Yes","College or student accomodation","I don't currently work",0,2,"omnivorous",5,7,100,"0",6,"Tiktok","Yes","No",2,0,"medium-rare","Right","Windows","Yes",6,NA,"m","B: Middle","B: Middle",0
21,"Female","China",1,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Always","Yes",75,4,"Yes","Alone","I don't currently work",0,1,NA,6,5,100,"0",9,"Wechat","No","Yes",0,0,"well done","Right","MacOS","Yes",5,5,"z","C: Furthest from the entrance","B: Middle",1
20,"Male","Australia",1,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",15,"Always","No",75,7,"No","With parent(s) and/or sibling(s)","Casual",20,5,"omnivorous",7,4,150,"10-15",3,"Instagram","No","Yes",2,1,"medium-rare","Right","MacOS","Yes",7,8,"w","C: Furthest from the entrance","C: Furthest from the entrance",5
20,"Male","Australia",3,3,"Distinction","cram at the last second","Semester","Second year","DATA2002",12,"Always","No",62,4,"No","With parent(s) and/or sibling(s)","Casual",12,20,"omnivorous",7,4,100,"0",3,"Youtube","Yes","Yes",2,0,"medium-rare","Right","MacOS","Yes",7,7,"w","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Australia",2,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",20,"Always","No",75,6,"No","With parent(s) and/or sibling(s)","I don't currently work",0,2,"omnivorous",7,8,20,"0",4,"Discord","No","Yes",2,0,"medium-well done","Right","Windows","Yes",9,10,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Australia",1,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",25,"Usually","Yes",75,4,"No","With parent(s) and/or sibling(s)","Casual",2,2.5,"omnivorous",7,5,0,"0",5,"Discord","No","Yes",2,3,"medium-well done","Right","Windows","No",2,4,"i","C: Furthest from the entrance","B: Middle",0
20,"Male","Taiwan",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",15,"Usually","Yes",71,5,"Yes","With partner","Casual",4,5,"omnivorous",7,5,300,"0",6,"Instagram","Yes","No",0,2,"medium-rare","Right","MacOS","Yes",1,1,"l","C: Furthest from the entrance","C: Furthest from the entrance",0
21,"Female","Malaysia",3,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",40,"Always","Yes",81,5,"Yes","Share house","Part time",10,2,"omnivorous",7,4,100,"0",8,"Instagram","No","Yes",3,2,"medium","Right","MacOS","No",5,5,"y","C: Furthest from the entrance","C: Furthest from the entrance",1
19,"Male","Australia",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",15,"Always","Yes",82,10,"No","With parent(s) and/or sibling(s)","Full time",40,8,"omnivorous",7,8,350,"<5",2,"Instagram","Yes","Yes",1,0,"medium-rare","Right","Windows","No",8,8,"q","C: Furthest from the entrance","C: Furthest from the entrance",3
21,"Female","Taiwan",3,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",20,"Always","Yes",70,7,"No","with friends","I don't currently work",0,4,"omnivorous",8,10,50,"<5",10,"Instagram","Yes","Yes",2,0,"medium-rare","Right","MacOS","Yes",3,3,"l","B: Middle","B: Middle",0
20,"Female","Taiwan",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",12,"Always","No",79,8,"Yes","Alone","I don't currently work",0,5,"omnivorous",7,5,100,"0",8,"Instagram","No","No",0,0,"medium","Right","MacOS","Yes",7,6,"v","B: Middle","A: Closest to the entrance",2
20,"Female","China",2,2,"Distinction","cram at the last second","Semester","First year","DATA2002",21,"Usually","Yes",NA,6,"Yes","With partner","I don't currently work",0,4,"pescatarian",9,2,400,"0",4,"Bilibili","Yes","No",1,0,"medium","Right","Windows","No",3,8,"b","C: Furthest from the entrance","B: Middle",0
21,"Female",NA,3,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",40,"Always","No",75,9,"No","With parent(s) and/or sibling(s)","I don't currently work",0,5,"omnivorous",8,7,250,"0",4,"Instagram","Yes","Yes",1,0,"medium-rare","Right","Windows","No",1,9,"a","C: Furthest from the entrance","A: Closest to the entrance",1
21,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",12,"Always","Yes",68,5,"Yes","Alone","I don't currently work",0,2,NA,6,4,100,"0",3,"Instagram","No","No",0,0,"well done","Right","MacOS","Yes",5,5,"a","C: Furthest from the entrance","B: Middle",1
21,"Male","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",35,"Always","Yes",80,8,"Yes","Share house","I don't currently work",0,7,"omnivorous",10,8,300,"0",2,"Wechat","No","Yes",0,0,"medium","Right","MacOS","Yes",6,6,"a","A: Closest to the entrance","A: Closest to the entrance",0
22,"Female","India",3,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",28,"Always","Yes",80,10,"Yes","College or student accomodation","Casual",10,5,"omnivorous",8,10,100,"0",4,"Tiktok","Yes","Yes",0,0,NA,"Right","MacOS","Yes",7,7,"s","A: Closest to the entrance","A: Closest to the entrance",0
19,"Male","India",2,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",7,"Always","Yes",75,10,"Yes","College or student accomodation","I don't currently work",0,8,"omnivorous",8,10,80,"0",1,"Instagram","No","Yes",0,0,"well done","Right","MacOS","Yes",9,6,"f","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Indonesia",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",20,"Always","Yes",87,8,"Yes","Share house","I don't currently work",0,2,"omnivorous",8,7,150,"0",2,"Instagram","Yes","Yes",1,0,"medium-well done","Right","Windows","No",7,7,"w","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Indonesia",2,2,"Distinction","cram at the last second",NA,"Second year","DATA2002",30,"Usually","Yes",NA,4,"Yes","Alone","I don't currently work",NA,NA,"omnivorous",8,3,100,"0",NA,"None","No","No",0,0,NA,"Right","MacOS","Yes",6,3,"e","C: Furthest from the entrance","C: Furthest from the entrance",NA
19,"Female","Japan",1,1,"Distinction","cram at the last second","Semester","Second year","DATA2002",5,"Usually","Yes",76,8,"No","College or student accomodation","Casual",15,4,"omnivorous",6,5,50,"<5",4,"Instagram","Yes","No",0,5,"medium-rare","Right","MacOS","Yes",6,8,"c","A: Closest to the entrance","B: Middle",2
19,"Male","India",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",7,"Always","Yes",72,6,"Yes","College or student accomodation","I don't currently work",0,8,"omnivorous",8,8,80,"0",10,"Instagram","No","Yes",0,0,"well done","Right","MacOS","Yes",9,10,"f","C: Furthest from the entrance","C: Furthest from the entrance",0
22,"Female","Australia",1,1,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",35,"Usually","Yes",60,6,"No","With parent(s) and/or sibling(s)","Casual",15,5,"omnivorous",7,7,100,"<5",6,"Instagram","No","Yes",1,0,"medium","Right","MacOS","Yes",4,4,"z","B: Middle","C: Furthest from the entrance",2
27,NA,"North Korea",2,NA,"Fail","draw up a schedule and work through it in planned stages","Trimester","Third year","DATA2902",901,"Never","Yes",90,10,"Yes","I rent a room in Sydney New South Wales Australia","Casual",564,12,"pescatarian",7.3,1,760,">20",10,"Other","No","Yes",NA,0,NA,"Right","MacOS","Yes",2,7,"d","C: Furthest from the entrance","A: Closest to the entrance",72
21,"Female","China",2,4,"Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",15,"Always","Yes",0,8,"No","Share house","I don't currently work",0,2,"omnivorous",7,3,500,"0",6,"Twitter","No","Yes",0,2,"medium","Right","MacOS","Yes",7,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","Australia",1,1,"Credit","cram at the last second","Semester","Second year","DATA2002",7,"Usually","Yes",65,6,"No","With parent(s) and/or sibling(s)","Part time",21,3,"omnivorous",6,4,100,"10-15",3,"Instagram","No","No",2,2,"medium-rare","Right","MacOS","No",5,9,"y","A: Closest to the entrance","C: Furthest from the entrance",3
19,"Male","Australia",1,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",15,"Usually","No",100,9,"No","With parent(s) and/or sibling(s)","Part time",22,10,"omnivorous",6,2,50,"<5",3,"Other","No","Yes",3,0,NA,"Right","MacOS","No",5,4,"w","C: Furthest from the entrance","B: Middle",2
19,"Male","India",3,3,"High Distinction","do them immediately","Semester","Second year","DATA2002",20,"Usually","Yes",74,9,"Yes","Share house","I don't currently work",0,0,"omnivorous",10,2,20,"0",7,"Instagram","No","No",1,1,NA,"Right","Windows","Yes",10,10,"h","A: Closest to the entrance","A: Closest to the entrance",0
19,"Male","China",2,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",32,"Always","Yes",5,7,"Yes","College or student accomodation","I don't currently work",0,6,"omnivorous",8,7,280,"0",6,"Wechat","No","No",0,1,"medium-rare","Right","MacOS, Windows","No",8,8,"y","C: Furthest from the entrance","C: Furthest from the entrance",0
24,"Male","Singapore",2,2,"High Distinction","cram at the last second","Trimester","Second year","DATA2002",10,"Always","Yes",80,8,"Yes","Cousins","I don't currently work",8,3,"omnivorous",7,6,40,"<5",3,"Tiktok","Yes","Yes",2,2,"medium-rare","Right","MacOS","Yes",2,2,"a","C: Furthest from the entrance","C: Furthest from the entrance",NA
23,"Male","China",1,2,"Pass","cram at the last second","Trimester","Second year","DATA2002",8,"Usually","No",50,4,"Yes","Alone","I don't currently work",0,0,"omnivorous",7,4,210,"0",10,"Wechat","No","Yes",1,0,"medium-well done","Right","Windows","Yes",5,8,"j","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Always","Yes",80,8,"Yes","Share house","I don't currently work",5,6,"omnivorous",7,5,150,"0",4,"Other","No","Yes",1,0,"well done","Right","MacOS","Yes",6,8,"s","A: Closest to the entrance","A: Closest to the entrance",0
22,"Female","Australia",1,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",40,"Always","Yes",75,10,"No","With parent(s) and/or sibling(s)","I don't currently work",0,3,"omnivorous",7,7,50,"5-10",10,"Instagram","Yes","No",1,0,"well done","Right","MacOS","Yes",2,2,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","Australia",1,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",2,"Always","Yes",80,8,"No","With parent(s) and/or sibling(s)","I don't currently work",0,2,"omnivorous",8,3,60,"0",7,"Tiktok","No","No",3,0,"medium-rare","Right","MacOS","Yes",3,3,"i","C: Furthest from the entrance","C: Furthest from the entrance",1.5
